GeneSymbol	log2FC	|log2FC|	AveExpr	t	P.Value	adj.P.Val	M-Cell1	M-Cell2	M-Cell3	M-Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
RGS8	1.612342	1.612342	2.910914	6.052975	0.0002395346	0.001946597	1.653476	9.576411	7.91797	4.776817	0.089991	0.104325	0.117778	0.153768	0.167352
LRP4	1.611936	1.611936	3.058245	6.834626	0.0001001308	0.001075861	7.617455	5.797388	5.647738	8.947433	0.376051	0.4467	0.792305	0.421608	0.752081
FTO	1.611777	1.611777	4.562288	6.505202	0.0001433257	0.001363129	9.854355	26.4611	20.064785	10.24779	2.396594	3.845943	2.332817	2.237488	2.263988
MRPS26	1.611661	1.611661	5.557598	4.336007	0.002161804	0.009561226	19.344271	16.679811	34.849171	64.988838	5.458966	8.337374	5.14094	7.734531	5.248425
TRIM47	1.611636	1.611636	1.70352	3.790132	0.004754438	0.01718248	2.425738	1.611717	3.933654	7.678969	0.014413	0	0.06362	0.014763	0.020949
MICA	1.609991	1.609991	1.772104	3.518831	0.007142986	0.02342231	1.550987	2.617204	2.594786	8.739804	0.009867	0	0	0.010753	0
MMP24	-1.609398	1.609398	3.878372	-11.03653	2.51E-06	0.0001241055	1.238202	1.477179	3.231565	2.487559	9.3034	8.86442	9.150234	9.084122	8.197967
TLE3	-1.608511	1.608511	6.223381	-4.571351	0.001559661	0.007490759	6.491039	14.056262	20.449731	4.298467	42.39827	41.919861	37.590989	41.158478	32.748252
MRI1	1.608438	1.608438	2.846221	2.954306	0.01713473	0.04553993	4.894983	4.941305	6.120988	11.074295	0.179603	0.002756	0.075743	0.156193	4.386563
B4GALT6	-1.60828621096757	1.60828621096757	4.06318562801119	-6.01787266500149	0.000249543399236	0.002009393542801	1.711716	4.947972	2.642497	1.214152	8.61907	10.533448	10.999401	10.045485	10.145557
RFTN1	1.606588	1.606588	2.735316	5.069494	0.0008026156	0.004601369	5.360212	5.408872	4.291861	9.900944	0.540821	0.495411	0.329785	0.353965	0.32892
AMY2B	1.60606977394461	1.60606977394461	2.52797919976486	6.64216448772647	0.000123281833214	0.001243903403845	2.145924	5.842006	4.838593	5.968937	0.271551	0.043978	0.027295	0.005983	0.039402
C1orf233	-1.60536788564053	1.60536788564053	3.6757629144312	-5.3048761165471	0.000593702735475	0.003750329704185	2.365863	1.550052	4.692315	1.076044	7.89213	8.337408	7.134207	12.845148	7.63374
OLFM2	-1.604305	1.604305	6.590636	-3.946937	0.003774797	0.01432071	4.930123	24.141869	24.559779	5.6997	39.019699	43.736232	42.658418	63.569922	47.938122
RAPGEF5	-1.603492	1.603492	3.556043	-6.820617	0.0001016437	0.001081858	1.118322	1.019897	0.933353	3.027943	13.304989	5.925087	7.258838	6.568613	6.066091
LHFPL4	-1.600949	1.600949	2.765099	-7.410572	5.51E-05	0.0007133075	0.171721	0.489367	1.059731	0.937636	2.303691	3.505044	5.428308	4.11819	3.621549
DIRAS1	-1.600919	1.600919	4.756204	-7.303938	6.14E-05	0.0007669782	4.666842	2.660497	5.435884	4.61752	15.584079	17.406004	17.377083	16.703486	20.365614
HBQ1	-1.60075	1.60075	3.034439	-7.107074	7.51E-05	0.0008749139	1.025245	0.703951	2.936894	1.521712	6.739636	7.112177	4.682699	8.955351	5.472994
PTX3	1.600636	1.600636	1.804948	3.476704	0.007615531	0.02455665	6.05517	1.048447	1.96271	6.773437	0	0.023692	0	0	0.025472
PABPN1L	-1.600392	1.600392	1.886696	-5.929918	0.0002766904	0.002161979	0	0	0.227806	0.564324	2.033414	2.081009	2.414878	4.174511	2.247588
CAMKK1	-1.60007078114225	1.60007078114225	3.94597853543856	-9.05214967205497	1.20E-05	0.000276050799327	1.058404	1.650302	4.036164	2.448199	13.307896	9.643577	9.44361	8.472783	6.969408
CXXC4	1.598769	1.598769	2.469296	7.325714	6.00E-05	0.0007572183	3.17996	7.842279	4.918538	2.660926	0	0	0.007061	0	0.015109
TNS3	1.598645	1.598645	2.161242	9.105361	1.14E-05	0.0002701121	5.651893	3.321091	4.825875	3.200849	0	0.017114	0.028641	0.011598	0.012266
RGL4	1.597888	1.597888	2.29101	7.862017	3.53E-05	0.0005354398	3.320587	6.097341	7.735425	2.6266	0.410281	0.01317	0	0	0
FCHO1	-1.596911	1.596911	3.060752	-6.414577	0.0001585434	0.001457412	1.851945	0.626185	0.937991	1.475053	5.325792	5.454436	6.068148	7.163581	5.615605
HIST4H4	1.596591	1.596591	4.05616	4.59821	0.001503393	0.007321235	10.003271	10.839407	30.040573	5.029821	1.452583	1.459114	1.630078	1.087292	1.366843
ADAM8	-1.59628599831014	1.59628599831014	1.77644649647785	-9.29449665073063	9.74E-06	0.000245703038781	0	0.083315	0.234384	0	3.441331	1.215214	1.647931	2.294659	2.491188
ITPKA	-1.594741	1.594741	2.083363	-6.30838	0.0001786703	0.001576916	0	0.131742	0.618762	0.766048	2.416457	3.288103	3.091092	4.221784	2.109866
MTG1	1.594374	1.594374	4.527116	4.024805	0.003370457	0.01318801	13.072628	8.654812	17.549072	36.440895	3.318179	4.170091	3.003657	2.422718	3.089811
TRIM9	1.594371	1.594371	4.085746	5.079796	0.0007919631	0.004559084	5.234666	18.620841	26.240121	6.743336	1.622621	1.53359	1.051983	1.799806	1.969548
C6orf226	-1.59388657624209	1.59388657624209	3.35852461592772	-5.41370609870535	0.000517813338385	0.003383880010828	1.304797	1.35708	4.680753	0.557073	6.556244	7.680341	5.359364	8.455928	5.883886
RFC1	-1.593662	1.593662	7.748458	-8.355621	2.22E-05	0.0003995292	16.255531	30.065391	19.128946	18.783045	98.522577	79.349751	94.531356	87.397347	90.692792
SGK3	-1.593166	1.593166	2.114914	-4.409731	0.00194994	0.008851071	0	0	0	0.867083	3.397937	0.653554	3.653917	4.188005	2.143555
DCUN1D5	-1.592634	1.592634	5.229304	-8.377894	2.18E-05	0.0003952085	3.267915	8.762902	6.109289	3.951729	21.650217	22.70351	16.448256	25.446561	22.144857
G3BP1	1.591955	1.591955	7.310663	11.71565	1.55E-06	9.56E-05	64.949408	61.518181	70.518764	98.094833	16.015355	16.257419	21.911899	17.549107	17.600597
ACSS1	1.59190750441636	1.59190750441636	2.35780273284881	8.4029603243121	2.13E-05	0.000389863666613	6.395572	4.041995	4.849857	4.576573	0.085698	0.08407	0.084354	0.251878	0.154904
ZNF121	1.591797	1.591797	6.110649	5.080673	0.0007910641	0.004557249	25.072226	60.691818	36.648781	31.152565	1.813419	10.758217	11.540305	9.135867	10.079978
WDR62	-1.590627	1.590627	4.088581	-6.395326	0.0001619992	0.001479175	3.897719	2.081331	3.564458	1.662026	12.306936	10.607881	10.192856	11.785798	9.485395
CCNE2	-1.589989	1.589989	5.52605	-6.938229	8.97E-05	0.00099217601232	6.972272	6.259581	4.521861	9.347614	30.230255	26.485674	32.42002	23.478545	29.622541
RANBP3	-1.5896	1.5896	6.599681	-7.191189	6.89E-05	0.000829551	12.311585	10.980903	13.913782	9.633181	42.087901	49.267391	45.74846	58.427542	44.791811
SAFB	-1.589245	1.589245	7.537551	-3.537475	0.00694382	0.02290309	19.532402	31.739824	34.543061	7.456361	76.296696	78.868483	79.646667	86.844605	77.990167
KANK2	-1.58849	1.58849	4.139891	-7.363324	5.78E-05	0.0007365314	1.874136	4.023438	5.011472	1.688115	10.868215	10.977392	11.174609	12.870918	11.016188
PDE6B	-1.586846	1.586846	4.264853	-9.079493	1.17E-05	0.0002736089	1.223258	1.50032	1.680126	2.289275	10.298287	8.60466	6.397965	8.173794	7.350405
TBX1	-1.585757	1.585757	1.998968	-7.426407	5.42E-05	0.0007072239	0	0.421761	1.082303	0	2.49966	2.853055	2.228462	3.787534	2.070761
F8A2	-1.584248	1.584248	1.594911	-3.682291	0.005582949	0.01940016	0	0	0.019835	0	3.145621	4.110063	0.227389	3.729195	2.591304
MSH5	1.583901	1.583901	2.033254	3.979476	0.00359987	0.0138443	3.523092	8.376221	12.724131	0.662683	0.023709	0.011027	0.006255	0.018905	0.010371
CAPZA2	1.58319930313651	1.58319930313651	6.5020448813249	6.01814512353136	0.000249463972487	0.002009393542801	33.739834	36.963116	41.031445	67.119324	12.873135	11.766246	10.39874	6.994546	11.551391
FSCN1	-1.582396	1.582396	8.125437	-6.052243	0.0002397387	0.001946597	21.55932	19.83765	46.766361	31.489784	92.238517	111.251674	110.026612	161.338689	114.17594
POLH	-1.581648	1.581648	5.063498	-6.436741	0.0001546645	0.001429583	3.763122	6.620381	6.009373	3.241616	21.45565	22.737437	21.151209	11.2158	21.678813
PHACTR2	1.581488	1.581488	2.062562	9.952769	5.69E-06	0.0001840862	2.820332	6.116225	4.022283	3.045067	0	0.004838	0	0	0.007777
UAP1L1	-1.580702	1.580702	3.733783	-6.766299	0.0001077519	0.001126269	1.45575	0.983487	2.240025	3.567294	9.588489	8.413484	8.567855	9.303166	8.123277
PRR11	-1.580145	1.580145	5.145953	-4.111568	0.002973753	0.01211558	5.660365	11.085011	7.184966	2.917867	15.86719	20.012289	23.437197	17.489886	46.76211
CCDC180	-1.579837	1.579837	1.75361	-10.61327	3.42E-06	0.000145317386972	0.136237	0	0.170744	0.041103	2.493021	1.772365	2.125869	2.207572	1.993369
CNR1	1.578419	1.578419	2.591243	3.53709	0.006947876	0.02290684888139	5.299092	3.324543	3.838567	13.38081	0.31429	0.438933	0.343353	0.489033	0.370633
ZNF783	1.577815	1.577815	2.676269	10.35138	4.17E-06	0.0001622968	5.272825	5.221173	9.907925	4.681573	0.680209	0.143808	0.159138	0.510573	0.200496
KLHL41	1.577076	1.577076	3.973983	3.935821	0.003836614	0.01452016	4.631677	10.637548	8.653214	26.450636	1.582779	1.169759	2.479371	1.220434	1.856551
ITM2B	1.576848	1.576848	6.688132	5.056883	0.0008158671	0.004654057	25.60519	75.821381	63.455116	28.934027	10.725453	9.584257	10.018807	10.127828	10.852722
TAS2R31	1.576528	1.576528	2.2518	5.417671	0.0005152559	0.003369971	3.046932	2.864597	4.187146	6.914801	0.066359	0.115607	0.022843	0.043731	0.046201
BTN3A2	1.57549922387133	1.57549922387133	2.32506031298849	7.17138221051559	7.03E-05	0.000840967437026	1.904755	7.917944	6.076146	4.779123	0.084955	0.098779	0.099574	0.134861	0.201284
E2F1	-1.575308	1.575308	6.277399	-5.492083	0.0004697202	0.003150856	10.482327	6.560757	15.472834	15.785058	39.809586	40.761444	49.799972	49.606844	51.657674
LRRC3	-1.574772	1.574772	1.757232	-11.30256	2.07E-06	0.0001133305	0	0.146809	0.158626	0	1.795875	2.34685	1.91065	2.298964	2.006416
IGFBP3	1.574214	1.574214	2.039629	5.032369	0.0008423106	0.004759964	0.800862	9.057392	8.222237	2.97877	0	0.026428	0.040925	0	0
NCAPH	-1.573882	1.573882	4.8744	-6.703343	0.000115341	0.001183545	5.291353	6.985733	5.469463	3.469577	19.725781	25.458074	20.759792	23.004904	13.950573
RND2	1.573746	1.573746	3.666364	5.145257	0.0007277619	0.004291719	11.053129	8.598227	8.369545	16.878668	1.396667	1.633215	1.316016	1.78651	1.863955
TOB1	-1.573288	1.573288	6.836642	-3.429747	0.008181273	0.02589198	7.928936	33.102272	24.805269	4.971079	55.068059	47.16938	57.708415	55.80983	57.111458
TOB2	-1.572977	1.572977	6.697768	-4.138071	0.00286277	0.01177641	7.542534	17.213303	24.498339	5.720369	38.306817	43.337076	48.289695	51.936174	46.909742
CDK3	-1.572809	1.572809	1.539474	-5.068796	0.0008033424	0.00460136912116	0	0	0	0	1.655335	1.509339	1.268212	1.025273	5.663156
VASP	-1.572632	1.572632	5.247894	-5.739721	0.0003471154	0.002569832	4.735313	2.644708	7.81729	9.151754	23.485732	20.498574	21.382771	25.352229	22.438399
BEX1	1.57244240320392	1.57244240320392	9.10006126009826	5.11982894010372	0.000752003850166	0.004389721973533	73.24807	259.481293	295.602417	158.071335	45.27454	49.718403	40.381775	47.716946	46.214138
ZFAT	-1.572134	1.572134	4.476297	-9.637127	7.34E-06	0.0002131076	2.368468	3.039315	3.717835	3.938671	12.28051	12.570175	11.815236	17.576355	13.012742
RYK	1.571924	1.571924	5.668621	7.522131	4.92E-05	0.0006679349	20.586765	37.202042	24.109619	33.826176	6.813147	6.590427	7.606702	7.151762	3.641858
SLC29A3	-1.571279	1.571279	3.992709	-4.087713	0.003077592	0.01240672	2.174921	5.16286	5.72369	0.639849	10.258782	10.666437	7.690609	13.309134	10.876685
PARP3	-1.570787	1.570787	3.95197	-8.517458	1.92E-05	0.0003641228	1.098332	2.112869	2.61657	3.596936	10.260498	8.584991	9.778746	10.928405	8.829693
CNN1	-1.570732	1.570732	1.552762	-7.611258	4.51E-05	0.000629021724563	0	0	0	0	1.298334	1.983148	1.895797	2.471814	1.615733
AK7	-1.56992869923311	1.56992869923311	2.41467828604483	-9.43106326674153	8.69E-06	0.00023118151374	0.534735	0.222835	0.212658	0.818281	2.967878	3.24068	3.256177	3.863833	3.167468
PPFIBP1	1.569142	1.569142	2.423776	7.153672	7.16E-05	0.0008481039	3.90374	8.217297	6.687277	2.447329	0.106207	0.28111	0.084864	0.048819	0.096281
FAM174B	-1.568822	1.568822	2.538968	-9.973926	5.60E-06	0.0001836637	0.44331	0.636632	1.147641	0.478225	3.68163	3.162796	3.828497	4.209596	3.487067
GAMT	-1.568505	1.568505	7.196043	-4.835761	0.001091275	0.005751069	12.247429	7.616307	26.040618	31.578757	68.881494	72.85197	57.862344	91.443111	67.133426
KIRREL	1.568297	1.568297	4.075077	5.580687	0.0004211363	0.002931347	9.400903	18.175557	20.106081	5.4666	1.472395	1.992433	1.828268	1.289848	1.797688
ITPRIPL2	1.567779	1.567779	1.845459	8.969329	1.29E-05	0.0002859164	2.734862	3.357253	4.253367	3.876846	0	0.006342	0	0.006635	0.020456
MCCC1	1.567622	1.567622	4.67154	7.574368	4.68E-05	0.000644416	8.275283	29.749114	26.069085	14.391007	3.570511	3.368621	2.766527	3.279235	3.206661
KIAA1456	-1.567604	1.567604	3.489518	-5.246465	0.0006393591	0.00393482	1.906871	0.469462	0.432437	2.809171	5.198083	7.504615	7.217868	4.797203	7.944388
LGI4	-1.566511	1.566511	2.356082	-10.74942	3.09E-06	0.0001372177	0	0.288182	0.208175	0.479145	2.032943	2.196878	2.778102	3.43449	2.154387
KCNH1	-1.5648	1.5648	2.050427	-7.307783	6.11E-05	0.000766843	0.197983	0.246707	0.2912	0.49156	2.107229	2.39823	3.293403	3.138466	2.889328
UACA	1.564758	1.564758	2.669825	9.013544	1.24E-05	0.0002797254	5.616218	8.647437	5.977916	3.463819	0.213428	0.331453	0.347875	0.167255	0.305531
ASPH	1.56457299112211	1.56457299112211	6.83640952993038	4.42771562963252	0.001901717781877	0.008687405162338	25.181362	92.936818	69.447463	30.319437	12.532364	9.732057	11.200195	9.961824	13.362476
ATP6AP1	-1.56438064012636	1.56438064012636	7.1920853578189	-8.39380222069263	2.14E-05	0.000391766337348	12.654711	11.747375	21.116512	17.609051	61.253411	69.138272	59.152181	73.317432	59.452248
LRRC16A	-1.564245	1.564245	4.030999	-9.26494	9.99E-06	0.0002494855	0.772646	3.842319	2.43342	2.268044	9.381542	7.71524	8.671238	9.813358	10.358463
ZNF321P	-1.563275	1.563275	2.30951	-4.645235	0.001410083	0.006972745	1.194603	0	1.47454	0	3.212165	2.133787	4.265446	3.528627	2.541352
HTATSF1	-1.562394	1.562394	8.039047	-6.249071	0.000191118	0.001657903	30.798454	25.583689	22.882645	19.772568	107.048645	115.55761	91.769786	108.44097	89.328801
LIN7A	1.562199	1.562199	2.790826	8.017059	3.05E-05	0.0004836928	3.709607	5.790584	5.058389	6.445566	0.404276	0.186479	0.268009	0.082904	0.330094
ABCA5	-1.56097498041041	1.56097498041041	3.57618805208891	-4.5117203249518	0.001692863254972	0.007988850025715	0.244686	3.46734	2.946144	0.629625	8.13385	6.080241	7.35366	4.15635	6.619127
ZNF804A	1.560895	1.560895	2.192934	3.737276	0.005142894	0.01820934	1.997842	14.646602	6.610281	1.212889	0.025022	0.009767	0	0	0.010536
NAPA	-1.560288	1.560288	7.18589	-4.772351	0.001187749	0.006142048	15.850572	13.787145	21.05031	12.174358	39.763775	43.623225	67.081552	82.178419	77.289645
CCDC9	-1.560061	1.560061	3.833645	-5.003225	0.0008749631	0.004898760298827	1.652336	2.511173	5.536038	0.888379	8.529137	8.15351	7.287361	11.468925	7.940335
SCO1	1.560029	1.560029	5.235711	7.56523	4.72E-05	0.0006468244	10.939736	32.330814	29.734512	28.560482	5.196775	4.047745	6.545433	5.638985	3.470988
ZNF502	-1.558854	1.558854	1.528627	-15.04291	2.03E-07	4.69E-05	0	0	0	0	2.174469	2.049635	1.545932	1.764522	1.779029
TAF10	1.558711	1.558711	5.595168	6.121437	0.0002212542	0.00183813	15.105485	46.936298	34.116245	23.623146	6.952857	7.010844	5.186504	8.499328	3.971732
JPH3	-1.558567	1.558567	3.071665	-10.47175	3.81E-06	0.0001548463	0.294437	0.965289	1.116099	1.607754	4.222115	7.534348	4.636736	5.275812	4.016138
RBFOX3	-1.558463	1.558463	2.649311	-9.314298	9.58E-06	0.0002436085	0.438771	1.365256	1.996616	0.42362	4.424215	4.980406	4.032353	4.813516	3.976556
MECP2	-1.558123	1.558123	5.414726	-4.669814	0.001363815	0.006810406	5.037433	7.524197	9.140533	2.638311	22.558636	27.05212	16.580727	26.082359	18.405846
E2F5	1.557235	1.557235	5.104369	8.40959	2.11E-05	0.0003884189	17.071041	28.797914	21.390383	23.591486	4.835303	3.900467	6.778916	3.494126	4.730337
C6orf136	-1.55639607507122	1.55639607507122	4.01770717873319	-4.98417240694972	0.000897050690505	0.004990320944701	2.257384	3.00259	5.560805	0.882956	9.801979	10.600387	9.442924	9.3242	9.169169
PVRL1	-1.556122	1.556122	5.206244	-5.13835	0.0007342618	0.004319003	3.402267	6.112163	9.189679	2.656851	15.971904	15.156461	19.528194	21.357786	18.043344
SHC2	-1.555675	1.555675	4.794774	-3.887342	0.004119101	0.01535257	3.390263	1.398636	3.515789	9.621913	19.397559	9.241056	18.967095	14.173697	18.815311
RDH10	1.555293	1.555293	4.970986	4.572299	0.001557636	0.007490194	18.631254	12.297412	11.724123	36.353107	4.737357	3.356987	3.758427	3.228541	4.129688
AMER3	-1.55390376478116	1.55390376478116	2.22795494925198	-10.2256329334248	4.60E-06	0.000166510191512	0.248774	0.153859	0.104863	0.471098	2.933044	2.314546	3.280975	2.4762	2.136765
TNFAIP8	-1.553898	1.553898	3.248743	-4.246221	0.002453788	0.0104981	1.001935	1.854788	0.967673	1.997765	9.968291	10.022124	10.001252	2.147506	6.423813
FMNL1	-1.55348	1.55348	2.474097	-8.719519	1.60E-05	0.00032728	0.432055	0.844928	1.28175	0.48199	3.991505	3.60869	3.019671	5.4361	3.283883
HHEX	-1.553374	1.553374	1.911105	-7.985916	3.14E-05	0.0004909114	0	0.780268	0.647776	0	3.139494	1.965655	2.586259	2.444627	2.829072
HIC2	-1.553079	1.553079	3.547279	-6.368	0.0001670471	0.001508861	1.177088	1.403027	3.094403	1.797273	6.163247	5.585648	5.919667	7.592209	13.429203
SYNJ1	-1.55286	1.55286	4.876848	-3.749473	0.005050359	0.01795861	2.487173	8.81043	5.829899	1.278437	15.110026	15.553363	14.765839	12.153498	14.438486
SUPT3H	-1.552618	1.552618	3.992102	-4.863626	0.001051593	0.005590702	1.319437	5.30138	4.291467	0.948373	8.746888	8.82394	10.177468	9.210405	10.490141
FANCL	-1.552346	1.552346	6.679027	-10.20515	4.67E-06	0.0001671947	9.109944	9.918653	10.008281	18.462624	57.49019	54.128751	46.322065	39.315671	53.732099
FAM222A	-1.55194	1.55194	5.073118	-3.7829	0.004805693	0.01733183	2.228719	7.803763	11.669776	1.902246	13.261709	15.794203	17.439279	22.72919	15.337806
VAMP3	1.551854	1.551854	4.312545	7.169563	7.04E-05	0.0008419079	11.018868	15.590528	13.532847	16.075693	1.833647	1.878969	3.139947	1.590023	3.966643
FAM101B	-1.550489	1.550489	3.333955	-7.454444	5.27E-05	0.0006962633	2.324114	1.109205	1.175612	1.636998	7.364612	6.205206	6.515959	7.366902	6.665178
BAG2	1.54988013330053	1.54988013330053	4.15049181076919	9.64787300574731	7.27E-06	0.000212428819046	9.527028	14.704608	13.922153	15.663866	2.273036	1.795862	2.373679	2.112916	2.649565
OTOP3	-1.549838	1.549838	1.51669	-6.34636	0.0001711672	0.001530471	0	0	0	0	1.185333	1.469982	2.012343	2.515442	1.762792
MRPL20	1.549762	1.549762	6.340798	4.883658	0.001024031	0.005494376	42.382984	25.260248	37.198589	65.92009	11.424598	10.889024	7.002952	13.344371	7.895596
FAM110B	1.549689	1.549689	2.007236	9.165547	1.09E-05	0.0002630108	1.841435	4.53723	5.31675	3.9607	0	0	0.021445	0	0
NOL3	1.548813	1.548813	3.80436	3.339018	0.009403237	0.02873402	4.201952	6.1919	12.845926	25.797766	1.032697	2.275842	1.099199	2.822909	0.575444
CPEB1	-1.548649	1.548649	2.869531	-8.649842	1.70E-05	0.0003393478	0.444004	0.893993	0.967772	1.181087	4.540557	4.484898	3.71869	6.669476	3.287491
BEX4	1.54788926062686	1.54788926062686	6.0292148892032	7.07140072500958	7.80E-05	0.000896727974833	18.449782	49.008942	28.079182	32.259056	7.817605	7.857784	6.497755	6.914754	6.766947
ZNF90	-1.547792	1.547792	4.168678	-5.959716	0.0002671477	0.002112174	2.68077	5.612947	3.135416	1.304942	14.78407	13.231469	9.511554	10.303793	10.295111
NIT2	1.547632	1.547632	5.281184	5.820258	0.0003151526	0.002383709	13.578063	20.243868	28.170151	42.97422	5.127594	5.644933	4.529422	5.333584	5.568106
BZRAP1	-1.54727184909423	1.54727184909423	3.7804154884992	-5.86061766736181	0.000300356425708	0.00229169472942	1.300529	1.051888	1.922461	3.458449	6.472509	5.431819	8.469489	10.263658	9.137865
ERV3-1	1.547242	1.547242	3.581884	10.20894	4.66E-06	0.0001670852	6.278316	12.389039	11.392446	7.481125	1.345631	1.251714	1.177318	0.837341	1.09102
HIVEP2	1.546349	1.546349	2.155272	6.431651	0.000155546	0.001436583	4.539737	3.355554	2.333585	4.459297	0	0	0.003176	0	0.003398
HMOX1	1.545691	1.545691	1.943724	5.915028	0.0002815976	0.00218141	1.067697	5.163563	9.506345	3.524557	0.051528	0.251169	0	0	0.027121
ZNF765	1.544652	1.544652	2.506184	6.82486	0.0001011829	0.001079146	3.314179	5.954539	4.540226	6.552216	0.087715	0.09746	0.472144	0.290746	0.054532
GREB1	1.543993	1.543993	2.105258	11.71885	1.55E-06	9.56E-05	3.216811	6.382325	7.074217	2.354938	0.086268	0.051524	0.106559	0.049844	0.064371
PRKCG	-1.543779	1.543779	1.588961	-10.99385	2.58E-06	0.0001245322	0.098701	0	0.061208	0	2.354091	1.639893	1.711691	2.026842	1.837125
SRGAP1	1.543259	1.543259	2.120609	4.869237	0.001043792	0.005564294	3.699007	9.033427	5.3669	1.256573	0.030729	0.032047	0.010743	0.005608	0.015839
SMAD2	1.542516	1.542516	5.862123	3.322063	0.00965208	0.02934356	12.184058	77.752341	66.146407	13.388804	7.227269	6.744389	6.783526	5.138058	7.124159
RAB36	1.542295	1.542295	2.750945	8.606826	1.77E-05	0.0003482238	6.438145	8.767868	8.630008	3.679309	0.487175	0.932665	0.477723	0.279099	0.279701
FAM189B	-1.541921	1.541921	5.295623	-5.514339	0.0004569674	0.003100079	4.357052	7.017402	15.678188	3.780022	19.420866	22.254528	24.598835	28.210061	24.926623
NTN1	-1.541739	1.541739	2.229557	-9.7611	6.64E-06	0.0002001378	0.213914	0.357322	0.715427	0.53169	3.231056	2.674604	2.463167	4.052603	3.123441
FAHD2A	1.541728	1.541728	4.397086	4.600547	0.001498602	0.007306474	11.247038	10.590193	14.284909	30.588699	2.566098	2.679861	2.912525	3.690108	2.435896
ZNF217	1.540732	1.540732	3.161637	9.939091	5.76E-06	0.0001840862	7.560169	11.603175	7.943621	5.343639	0.71325	0.779952	0.887181	0.682524	0.956844
ZHX2	1.539251	1.539251	2.148512	4.543526	0.001620353	0.00772557	2.079579	9.903337	8.663602	1.312299	0.005117	0	0.005035	0	0.016161
PRSS12	-1.53925	1.53925	3.525587	-6.502206	0.0001438023	0.001366007	1.057825	2.89662	2.758047	1.089088	4.66986	7.373983	7.992412	7.246296	8.648695
HOXD13	-1.539056	1.539056	1.605589	-9.577965	7.70E-06	0.0002176258	0	0.120157	0.171165	0	1.976999	1.923707	2.084243	1.436366	2.420248
IFITM1	1.538817	1.538817	2.177339	4.639823	0.001420497	0.007006596	4.767369	1.462348	5.848328	6.482278	0	0	0.154846	0.112477	0.115591
PAIP2B	-1.537916	1.537916	2.884253	-13.70257	4.36E-07	6.13E-05	0.326772	1.116164	1.038893	0.982794	4.032448	4.178204	4.561183	3.867012	4.633621
LRRC16B	-1.537588	1.537588	3.371285	-7.989946	3.12E-05	0.0004908402	0.87487	1.041155	1.478677	2.721381	8.956671	5.705685	6.256096	6.755297	6.211066
LSAMP	1.537437	1.537437	2.223196	9.536113	7.97E-06	0.000221373	2.894088	6.216524	4.752398	2.685159	0	0	0.004873	0.00509	0.005231
CENPI	-1.536964	1.536964	4.565908	-4.98111	0.0009006567	0.005003294589799	4.575747	3.145307	2.658426	6.115322	17.867685	11.405892	18.272075	16.959041	15.987766
PDE9A	-1.536706	1.536706	5.424381	-5.7948	0.0003248942	0.002444487	6.742957	4.744589	3.036753	10.146125	21.486367	22.805517	23.113697	27.447282	24.462714
SYNGR1	-1.536476	1.536476	5.060885	-6.351589	0.0001701617	0.001523434	2.937555	2.857985	8.991839	3.880305	14.273801	15.389651	15.379489	18.855905	15.856048
CRTC1	-1.53642	1.53642	3.833975	-4.124542	0.002918861	0.01195706	1.404712	4.651693	5.974563	0.709514	9.860927	6.364093	7.974003	12.458032	9.437847
LIPA	1.536251	1.536251	4.014989	10.06742	5.20E-06	0.0001768962	12.251913	12.772794	13.341049	13.103765	1.846477	2.526004	2.01873	2.069801	2.238589
FXYD3	-1.535611	1.535611	2.081183	-6.077919	0.0002326895	0.001904361	0.033993	0.372402	0.147996	0	1.269695	1.306409	2.069566	3.728396	2.002235
EPHA8	-1.535272	1.535272	2.980753	-4.177606	0.002705372	0.01129455	0.027317	2.221977	3.50717	0.175037	4.108113	5.367893	3.934055	5.705084	3.113775
RASGEF1C	-1.534711	1.534711	2.055953	-9.926727	5.81E-06	0.0001840862	0	0.414282	0.517255	0.415503	2.848635	2.285638	2.512101	3.219871	2.45192
H2AFX	-1.534562	1.534562	7.664446	-5.495668	0.0004676402	0.003145009	22.968924	13.148496	34.591694	30.916349	91.560326	110.493095	74.828575	128.233582	87.436646
FARP2	-1.534014	1.534014	4.85032	-11.48937	1.82E-06	0.0001048401	2.577744	5.48745	5.001953	3.482881	17.568657	14.609567	14.82726	16.156419	15.417281
DAB2	1.533649	1.533649	1.995858	6.944196	8.91E-05	0.0009873249	4.217669	3.653498	2.294574	3.807944	0	0	0	0.010235	0
WSB1	1.533555	1.533555	7.674538	4.171661	0.002728439	0.01136066	29.532377	110.423653	79.675919	106.905907	29.529743	14.908459	17.792968	13.746355	32.41493
MEX3C	1.532873	1.532873	4.956755	3.321767	0.009656492	0.02934871	15.907665	18.895716	17.616016	24.864393	3.450347	3.024565	2.859682	14.129609	1.524363
THG1L	1.532817	1.532817	4.400171	9.067994	1.18E-05	0.0002742992	10.999061	20.267641	15.430095	18.187244	3.254043	2.653214	2.929032	3.185476	2.82121
ANGPTL2	1.53271416836799	1.53271416836799	2.95111705185278	9.56103036526813	7.81E-06	0.000218917752606	4.84989	13.076494	10.661272	4.293057	0.55184	0.554283	0.729186	0.758794	0.561761
