GeneSymbol	N_RO1	N_RO2	N_RO3	M_RO1	M_RO2	M_RO3	M_Cell1	M_Cell2	M_Cell3	M_Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
PLCD3	18.287601	18.07761	10.986019	7.088109	9.150916	4.431284	1.753589	7.614084	19.008762	1.219861	4.911419	5.099859	5.297927	6.020989	4.702021
PLCD4	35.490215	31.524216	35.003788	23.304831	24.237246	6.384925	1.142088	5.578163	4.961558	0.845063	0.577171	0.272925	0.778968	0.548227	0.459675
PLCE1	5.996752	8.120346	7.15396	15.041859	12.129249	19.256857	1.382337	21.138477	16.484159	1.049868	3.206894	2.111848	2.880358	2.10409	2.254216
PLCG1	13.253326	12.426244	15.945598	20.596102	17.560142	22.479855	22.332849	23.217548	28.182189	38.809641	39.868682	37.378796	27.456657	38.187316	29.074368
PLCG2	0.374907	0.347031	0.239692	1.987527	0.5355	0.681367	0.343864	1.004777	1.408479	0.814172	0.376909	0.321467	0.213432	0.29788	0.305884
PLCH1	7.408808	7.46161	5.772611	6.612274	6.231139	7.24558	4.671334	5.702509	5.389554	4.996083	0.648737	0.874374	0.852718	0.680368	0.753079
PLCH2	41.817325	38.364446	25.181	22.03402	22.444494	5.174791	0.897048	6.068603	10.922849	2.920851	12.658781	10.770856	13.409066	18.442933	15.432949
PLCL1	0.474202	0.692287	0.827944	0.223177	0.452303	0.451512	1.046453	0.077987	0.046574	2.595531	0	0.01494	0	0	0
PLCL2	14.509113	14.819546	11.909729	12.089501	9.586741	8.460577	4.436234	9.659048	7.393969	10.416044	5.407484	6.477742	6.159757	5.715942	6.32794
PLCXD1	4.299997	4.293003	3.062517	9.459663	5.888036	6.88524	8.173806	5.678588	6.833808	5.312611	15.497624	13.948623	14.037289	17.417996	14.21418
PLCXD2	9.608768	7.678973	4.606136	6.463036	6.658517	1.703297	1.323422	2.390317	2.595678	4.676099	0.56046	0.543799	0.496019	0.4803	0.65982
PLD2	2.084489	2.678982	1.234998	3.499527	3.387906	3.598445	4.071236	4.6339	9.101827	8.018041	3.373144	2.369863	2.515583	2.885259	2.350171
PLD3	36.966729	40.471559	8.217123	31.407452	31.277408	13.322081	24.467012	16.603879	46.600574	36.319255	35.951953	35.590394	36.70891	35.244586	31.975371
PLD4	1.298385	0.666679	0.936431	0.954279	0.212651	0	0	0	0.072072	0	0.096393	0.070879	0.033863	0.062869	0.089836
PLD5	0.238697	0.621387	0.138586	0.106075	0.117984	0.96046	1.102731	0.027143	0	1.300331	0.049898	0.036204	0.186545	0.162071	0.122245
PLD6	0.312911	0.155478	0.480326	0.316126	0.39626	0.854777	0.070397	0.56588	0.372445	0.15342	11.46253	11.005581	12.122599	13.702819	13.860397
PLEC	3.045232	3.035306	2.940704	2.897148	2.536238	6.01372	6.937362	6.860418	14.161036	10.644309	8.583854	8.163233	7.792008	9.164152	6.739134
PLEK	0	0	0.193112	0	0	0	0	0	0	0	0	0	0.016097	0.01676	0
PLEK2	0	0.10013	0.417649	0.244532	0.078609	0.328521	0.137936	0.209002	0.103682	0.195575	0.005758	0	0	0	0
PLEKHA1	26.200917	22.116481	40.28832	18.972996	18.343772	23.896782	8.212473	23.617753	19.092894	10.414317	7.710432	7.568247	14.072856	5.507597	13.181583
PLEKHA2	3.832735	4.105202	2.649313	4.039475	3.293108	4.764236	0.190559	2.840897	3.152331	0.496151	0.984416	1.080344	0.626381	0.635273	0.916757
PLEKHA3	10.435461	8.60778	16.179358	7.402165	7.767415	13.800108	6.463518	12.74064	10.214113	5.225005	1.201169	0.895624	0.972988	0.744833	1.100557
PLEKHA4	2.008418	3.09535	1.063659	3.085968	4.413324	3.536047	4.622634	4.092231	8.481033	1.028482	0.892706	0.750664	1.295587	1.385068	0.953414
PLEKHA5	33.707462	27.191412	95.774244	14.853383	19.325398	19.073686	24.620763	12.771742	7.574053	22.577534	29.334521	28.403173	28.773902	25.058078	27.476991
PLEKHA6	11.472701	9.56649	16.697161	7.946202	7.376526	7.908839	4.705203	7.235993	8.105657	4.376052	0.798499	0.752888	1.040722	1.147683	0.98173
PLEKHA7	11.082766	9.814392	15.459333	6.266357	6.430746	7.292618	3.710259	6.897208	7.338885	2.221463	3.024597	3.120629	2.353839	2.65246	3.067471
PLEKHA8	9.594623	9.125296	15.940373	10.356148	7.373792	13.385922	7.618601	10.652936	8.225512	8.468502	6.498787	7.146603	6.967799	5.311225	7.536892
PLEKHB1	234.041508	192.481001	215.208607	96.57792	92.297867	27.370734	3.229989	24.529405	22.808632	2.422147	18.350277	24.128353	15.994929	19.420495	17.515443
PLEKHB2	38.38783	32.956677	19.888752	30.746866	24.972861	13.200562	11.610874	14.246132	21.567974	17.880165	10.781213	4.790455	12.070006	5.877386	4.71015
PLEKHD1	0.525549	0.316438	0.377612	0.591753	0.393001	0	0	0	0	0	0	0.009448	0.018986	0.009884	0
PLEKHF1	0.359683	0.503455	0	0.565674	0.472712	0.548914	0.412259	1.017806	1.129565	1.764999	0.022525	0.02132	0.034034	0	0
PLEKHF2	8.339877	6.86506	9.06542	3.983449	5.132505	4.310408	3.064313	2.926899	1.900842	3.792133	3.914395	4.081888	4.136682	2.204548	3.796544
PLEKHG1	4.837858	7.755893	7.183008	3.660726	3.637486	5.644049	9.044113	5.287105	5.21538	3.912006	0.020534	0.009913	0.00498	0.005151	0.005329
PLEKHG2	1.795274	2.054298	6.824766	2.819423	3.482464	7.511452	5.286725	11.175749	10.679011	3.372716	12.228733	9.859846	12.82162	13.785482	11.574661
PLEKHG3	1.69778	2.054998	0.642681	5.781398	4.782849	5.373192	4.232766	9.703508	14.399635	4.505795	0.236409	0.519038	0.191748	0.278302	0.218774
PLEKHG4	3.985978	3.131338	1.349995	6.510486	4.465756	1.699843	0.269594	0.090256	0.309497	0.610324	5.880161	5.092274	5.89556	6.272482	5.417799
PLEKHG4B	0.61956	0.769489	0.610803	0.975365	1.094613	1.530524	1.460986	5.51392	6.738186	1.496365	0.056091	0.483838	0.159442	0.167747	0.151481
PLEKHG5	2.160219	2.72209	1.977864	3.452966	3.19786	4.009201	4.167652	1.814648	4.792265	11.472037	1.222166	0.373844	0.450395	1.02406	1.067518
PLEKHH1	20.876755	17.736158	26.014357	9.527385	9.307508	8.24589	1.177793	6.596029	6.710868	0.780644	5.013261	3.273937	2.980882	2.669049	2.9275
PLEKHH2	1.229527	1.38381	1.714725	0.613704	0.667614	0.718247	0.246338	0.720447	0.690563	0.303306	0.497721	0.521272	0.92083	0.595118	0.824691
PLEKHH3	2.005676	3.061247	0.784888	4.120837	3.138719	1.342389	2.141096	0.980618	5.024741	7.326621	7.182429	7.987767	5.986481	8.944267	6.111424
PLEKHJ1	10.803424	9.894931	2.584498	17.030428	16.5401	4.500198	20.966364	5.415829	17.570628	64.833321	22.458956	22.260985	18.791355	29.97092	23.029231
PLEKHM1	3.062442	3.369716	1.693805	3.005139	3.110607	1.634706	2.018908	2.911504	6.154054	0.787247	3.069989	2.954288	3.144527	3.135152	3.16423
PLEKHM2	9.66157	9.859151	4.60015	7.432607	10.137749	8.75527	7.244487	8.105118	13.458914	12.584721	13.453863	13.928835	13.338627	16.859508	12.234846
PLEKHM3	11.339314	11.021963	15.920345	9.09199	7.729142	8.102465	1.724683	6.821837	5.604962	2.165298	4.706056	5.122349	3.536483	4.957593	3.413893
PLEKHN1	0	0	0	0	0.063376	0	0	0	0.137778	0	0.169874	0.18936	0.175774	0.095323	0.867976
PLEKHO1	11.010376	12.650586	4.293014	13.00612	16.217588	7.160518	20.167	8.856886	11.450804	55.871867	6.47809	10.789569	10.920667	18.149496	7.919331
PLEKHO2	5.747778	8.137033	2.311353	2.110712	3.188393	1.388078	0.694411	0.395247	0.834152	2.237937	1.969449	2.469324	2.059383	2.281674	2.342888
PLET1	0.703788	0.729767	1.619254	0.572536	0.48993	0.465041	0.174157	0.56388	0.614708	0	0.008242	0	0.076511	0.02805	0.035791
PLGLB1	0	0	0	0	0	0	0	0	0	0	3.438186	3.271114	3.656148	2.888041	2.816341
PLGLB2	4.074633	3.153166	10.001844	3.921479	4.627825	5.201064	2.234644	6.327744	4.27882	1.020045	1.501938	1.868013	0.567305	1.100824	0.591456
PLGRKT	12.978835	12.833978	11.341328	8.347615	11.438877	8.592188	5.547557	10.681746	8.265289	16.16283	10.609292	9.012452	8.579153	8.889406	11.629625
PLIN1	0	0	0.18825	0.111798	0.119935	0.253331	0	0.086852	0	0	0.031581	0	0	0	0
PLIN2	10.847645	9.716039	3.515561	12.818983	12.333584	15.252212	6.472221	12.96279	14.78826	15.025195	33.413231	36.6173	45.464413	40.165558	42.309298
PLIN3	2.907856	1.810585	1.870926	2.238341	3.256559	3.710529	6.191348	6.125874	10.00113	17.323118	0.110664	0.134163	0.019796	0.113357	0.084724
PLIN4	0.452768	0.308159	0.775081	0.329863	0.452233	0.488907	0.273865	0.286115	0.379684	0.226677	0.479859	0.282928	0.41965	0.241557	0.550281
PLIN5	0.120133	0.069399	0.279043	0.086203	0.14892	0	0.358667	0	0.031947	0.794695	2.180542	1.008656	0.950185	1.630708	1.218431
PLK1	1.206053	0.892513	1.781007	5.374931	4.825662	8.080397	14.693666	16.542376	19.499416	4.125833	38.426487	37.516285	38.011112	49.982609	36.437999
PLK2	5.097541	4.120898	5.780878	4.574133	3.64495	11.117186	5.808513	9.744463	10.015391	16.831264	1.090345	0.860078	1.122234	1.35923	1.800946
PLK3	1.289896	0.795168	0.725139	1.506035	0.955553	1.503355	1.700086	1.10693	2.24259	2.394046	2.558045	2.70174	2.970405	3.827995	2.969527
PLK4	1.331003	0.901467	2.289474	5.479122	5.800193	6.782784	10.071183	11.034177	7.288189	7.684428	11.906146	12.65768	11.791029	9.047262	11.191098
PLK5	0	0	0.263119	0	0.177047	0.296978	0	0	0.095529	0	0.953231	0.284532	0.236405	0.954581	0.444678
PLLP	0.723458	0.446317	0.655102	0.448744	0.798523	0.676754	0.276836	0.843779	1.752743	0	1.067665	0.174993	0.090441	0.786948	1.062441
PLN	0.793267	0.740769	3.039512	0.631693	1.098376	2.485485	0.390113	0.508876	0.599014	0.777859	0.023459	0	0	0	0
PLOD1	10.239721	13.104961	2.339032	23.711176	15.882715	25.287146	8.40714	14.75785	26.779505	33.107716	3.460862	4.759059	3.748789	4.673533	3.580603
PLOD2	34.684561	41.280327	33.340079	48.621409	27.85539	51.526943	10.006493	21.455829	11.51069	18.145077	0.371146	0.25217	0.263382	0.219635	0.330476
PLOD3	3.021921	3.837551	2.051567	5.797304	4.739537	4.857168	4.517025	4.405536	8.067966	6.983642	1.532044	1.955302	2.01819	2.488777	1.959561
PLP1	17.031737	19.572803	20.132082	57.345806	60.878965	23.316463	4.446843	47.515927	34.688072	4.99655	0	0	0.01034	0	0.057611
PLP2	1.164947	3.888135	1.958293	11.471585	9.999325	42.894295	13.090227	26.564659	27.431028	5.162102	13.541093	13.690478	13.61846	16.455589	13.606705
PLRG1	22.316101	22.688126	15.894273	23.388854	23.450985	18.625364	19.000348	25.921007	21.537549	42.981952	14.091121	15.214485	17.1188	14.237949	17.076122
PLS1	16.427832	13.832392	15.362924	10.148632	7.320661	7.830752	1.975675	6.078826	4.270842	2.088966	3.426178	4.157199	5.382365	3.23531	4.600138
PLS3	8.2436	11.578967	4.743897	17.03405	11.201249	34.430076	22.961805	28.433788	22.240222	38.122341	0	0	0	0	0.044513
PLSCR1	1.932699	3.185432	0.646552	3.304224	2.630983	3.588722	2.010494	5.201777	5.501709	2.849434	0	0	0.025722	0.021533	0.028178
PLSCR5	0	0	0	0	0	0	0	0	0	0	0	0	0.005395	0	0
PLTP	16.519597	11.694532	5.745669	10.683628	10.336584	19.426991	19.724776	13.957594	25.111426	22.004314	11.804437	14.972464	11.960908	13.61937	12.275209
PLVAP	0	0	0	0	0	0	0	0	0	0	0	0	0.040073	0	0.016024
PLXDC1	9.096486	6.715276	9.057417	5.932908	6.035569	5.133018	0.193802	1.745476	1.417049	0.282322	15.128056	16.445444	13.809475	17.108659	8.858419
PLXDC2	8.324801	10.304231	10.436357	11.963188	12.09411	11.798576	9.52599	18.386044	12.442586	9.210789	1.251916	1.193327	1.224269	1.181711	1.26139
PLXNA1	4.110568	4.481365	3.933864	7.232725	6.341044	5.445308	10.445012	6.620157	13.050322	8.92844	6.243574	6.452832	5.844209	7.930994	6.632733
PLXNA2	1.690051	1.636599	3.839888	1.610558	1.304691	1.150866	1.596972	1.398383	1.997976	1.458177	0	0.012613	0.007987	0.003455	0.015113
PLXNA3	2.46047	2.719791	3.437994	3.409675	3.854021	5.520603	7.430079	7.428344	12.11516	4.821172	4.669777	3.520238	4.612504	5.654853	5.144726
PLXNA4	2.430659	3.080709	5.421273	1.115103	1.564625	0.8165	2.652171	0.396017	0.520407	3.233292	0.588827	1.087019	0.507553	1.085454	0.428965
PLXNB1	7.423993	9.261108	3.788298	11.342449	10.325193	7.046443	10.450308	7.289403	19.653603	10.035625	7.576017	4.941137	6.268134	6.483841	5.730093
PLXNB2	9.853818	15.382543	6.487375	13.687607	14.230995	19.610088	18.466772	22.399414	40.03611	20.713692	26.407089	21.996327	25.336994	31.880013	21.450634
PLXNB3	1.497379	1.348888	1.293953	1.450561	0.939868	0.55315	0.135455	0.802063	2.485741	0.523908	1.001553	0.817582	0.581004	0.400505	0.366142
PLXNC1	1.727873	2.111293	4.049356	1.805711	1.58176	3.835826	4.458017	3.302775	2.106602	6.171555	0.446729	0.607834	0.565586	0.480947	0.465907
PLXND1	1.20957	1.200683	0.77167	1.47379	1.301991	3.332965	2.131547	2.829771	5.34054	1.614473	18.713382	17.804485	16.003062	26.259626	15.103394
PM20D1	2.727582	2.257034	9.971413	1.429857	1.368658	2.072385	0.39798	3.000659	2.475538	0.159578	0	0.010598	0.047586	0.010474	0.05663
PM20D2	9.876523	8.400478	15.86238	18.423199	13.940743	38.781105	7.376508	23.308983	14.088471	8.343471	15.261766	13.892487	15.99771	9.010985	11.862623
PMAIP1	1.121174	0.41419	1.038507	3.365522	2.335894	12.990705	2.8116	3.825727	3.174192	5.218407	32.994639	28.092392	41.951082	25.689784	39.024893
PMCH	2.153286	0	0	0	0.097686	0.720296	0.119779	0.655137	0.838965	0	0	0.199124	0.128796	0	0.191056
PMEL	1.703666	8.157254	0.33756	0.219981	0.380399	2.350266	0.512812	0	0.184328	0.616271	0.101242	0.066123	0.264132	0.18802	0.157831
PMEPA1	4.247313	5.447401	12.445242	4.390016	3.454915	6.652669	2.750559	8.542416	10.013872	5.373957	4.732751	3.892697	4.405826	3.904098	3.676155
PMF1	23.725566	24.602268	20.985651	21.246399	27.820458	25.757334	30.69039	22.080838	30.472442	86.045942	4.671466	0.867852	0.552057	6.509568	2.95946
PMF1-BGLAP	4.889273	4.408371	2.50117	2.761921	2.847572	0	0.945443	0.853731	0	3.123615	19.3704	26.793559	19.212526	22.878847	24.126709
PMFBP1	0.941672	0.315582	0.994966	0.461094	0.921236	0.266938	0.258824	0.532939	0.409766	0	0.418216	0.34897	0.273761	0.358938	0.200551
PML	2.248822	2.299221	3.187397	1.933014	2.040208	6.239966	1.233906	4.189962	4.911117	0.590357	3.975767	4.897912	3.565276	5.314038	4.542113
PMM1	6.702087	7.751078	2.715814	6.335513	5.171039	2.237174	2.278915	1.869003	4.95319	3.517074	8.713405	8.897155	8.544531	9.669215	7.145236
PMM2	8.602559	8.207143	9.969842	8.661434	9.609024	13.249755	6.563545	15.555441	15.937028	10.807626	10.964816	11.021625	8.939218	11.304767	8.093471
PMP22	3.453685	4.187105	3.591383	4.546286	4.27723	11.727868	6.927714	14.110502	10.395156	7.72094	0.251573	0.244588	0.619415	0.088814	0.662041
PMPCA	10.636487	11.453793	8.721844	16.101971	15.787798	14.655379	17.513369	17.989454	22.158043	22.132	25.562698	23.369769	18.950479	24.638008	16.178949
PMPCB	20.366585	17.666065	20.747459	18.558504	23.417797	22.774855	15.104464	28.229931	22.397568	23.739008	34.78068	25.172047	27.383121	26.703741	25.892917
PMS1	10.587512	10.439145	18.815254	17.173514	13.782539	29.69226	12.486793	29.004824	19.457326	14.094314	9.216078	8.881066	4.028795	7.031698	8.374269
PMS2	8.864305	10.652396	13.186692	11.922769	12.244617	14.938018	8.030899	15.372085	11.449516	15.00062	7.308443	8.687845	7.113036	8.011946	7.249627
PMVK	9.747339	10.773993	3.331321	11.560299	8.592967	4.528264	8.858278	8.773205	21.686016	5.626025	11.102441	10.343277	13.211403	13.046537	11.883145
PNCK	6.995801	3.537583	3.142476	5.336442	5.000473	0.689974	0.233827	0.394568	0.926584	1.756542	1.973352	1.496828	0.905373	1.056201	0.923375
PNISR	69.266348	65.738691	108.311656	84.931143	79.645077	174.425892	43.667295	127.40753	61.237947	31.145766	44.711092	39.507148	33.437464	41.489375	36.947168
PNKD	12.089208	15.899776	3.977586	10.855955	13.799522	5.352893	10.316846	6.943572	14.866325	22.770008	18.354678	21.376884	16.677802	25.827465	18.584557
PNKP	7.425238	6.999556	3.304719	7.124066	6.545374	1.93663	6.878139	5.540241	13.285872	16.887722	13.294297	12.572231	11.402927	16.041083	9.818717
PNLDC1	0	0.216465	0	0	0	0	0	0	0	0	0.04714	0.045816	0.004285	0.021141	0
PNLIPRP1	0	0	0	0	0	0	0	0	0	0	0	0	0.009741	0.028579	0
PNLIPRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109642	0
PNMA1	21.38442	21.317543	25.983116	19.202223	20.235632	22.928856	15.949867	35.837162	44.916702	37.198475	27.3412	28.684753	26.253937	30.984404	25.379189
PNMA2	5.073854	6.124218	3.417277	8.643176	5.709773	13.312369	10.279408	1.953904	1.613267	16.338421	3.458269	3.672565	0.862233	4.145849	4.462635
PNMA3	0.864443	0.690669	0.249661	2.693133	2.548573	2.68818	0.649332	1.708143	2.909313	1.506071	0	0.026747	0	0	0.049461
PNMA6A	1.25879	0.860172	0.492797	1.301672	1.286997	1.316997	0.670252	0.581515	1.308527	1.298142	0.020506	0	0	0.021767	0
PNMAL1	20.731291	18.586517	15.2109	15.086627	14.915463	11.358209	6.109284	6.293555	8.315756	17.084208	1.902103	2.034358	2.371838	2.52859	2.83561
PNMAL2	1.568148	1.53947	0.86079	0.930043	0.812462	0.395506	0.745204	0.429609	0.869119	1.431032	0.789348	0.699101	0.899571	1.371891	0.974932
PNMT	0.430779	0.508775	0.6916	0.157134	0	0	0.361362	0	0.296975	0	0.623453	0.075879	0.120273	0.374104	0.402377
PNN	35.263718	35.9575	31.857471	33.098549	50.910179	46.027645	37.931534	63.786316	53.816113	8.465688	107.486893	93.076572	99.145142	94.262348	107.019692
PNO1	15.77594	15.973895	13.646904	13.562989	12.827295	11.564244	10.094919	13.083062	15.363648	11.121702	23.204846	24.316979	26.662342	21.350539	26.900113
PNP	7.390728	6.000347	2.265635	14.393031	15.213698	10.706507	17.389576	15.754228	15.586803	30.530088	10.288321	18.034525	9.754103	13.157151	12.011234
PNPLA1	0	0	0.327152	0	0	0	0	0	0	0	0	0	0.009638	0.061445	0.033872
PNPLA2	2.25561	2.596771	1.6134	2.196579	2.709812	3.107182	2.213648	4.437199	9.561168	1.721088	6.570751	4.443191	5.867907	6.658794	7.370767
PNPLA3	9.640768	9.434861	12.22822	6.316218	6.792984	6.090858	9.244562	2.891689	4.273569	7.916911	6.983611	5.74632	6.746326	6.899401	5.317239
PNPLA6	5.35883	4.851097	2.905883	4.870479	3.960789	2.780306	3.086883	3.849624	7.826604	4.91704	9.447954	12.47543	8.744065	11.422231	8.500624
PNPLA7	0.30231	0.275976	0.564959	0.300752	0.349115	0.411443	0.303344	0.441141	1.182753	0	1.49217	1.097007	1.632421	2.161824	1.234812
PNPLA8	17.243184	14.008075	20.023289	11.400501	11.269403	9.487565	5.140707	7.803703	5.648667	11.233098	8.11957	8.367017	8.935042	6.034735	7.933386
PNPO	1.736292	1.872617	1.371746	3.34074	3.501175	2.386189	0.519119	7.091084	8.826839	0	4.552128	5.810991	7.414253	7.032945	5.905916
PNPT1	7.892776	8.028615	11.493672	12.213421	13.02923	19.466433	10.790452	21.861269	13.883412	11.063924	20.792993	22.464141	19.536768	17.348617	21.941884
PNRC1	44.934395	44.979263	66.742226	56.271149	43.762184	68.636871	15.47366	69.309044	52.221333	17.040117	12.869008	12.014147	10.140078	12.389314	9.620644
PNRC2	34.244122	34.655201	42.8512	51.55019	48.713223	57.653187	29.393902	58.820469	40.135139	44.172916	14.743022	13.67329	17.120025	15.795282	14.784693
POC1A	0	0.485409	0	3.773481	2.633292	1.738	4.27512	4.558581	6.648008	6.35051	4.339898	6.433274	6.948962	8.889229	6.002985
POC1B	7.052844	5.802897	9.077174	7.088345	5.372557	11.80168	3.712557	9.488485	6.936646	2.597406	1.638042	2.100405	1.420598	2.114194	2.386987
POC1B-GALNT4	0	0.179857	0	1.329982	0	0	0.341149	0	0	0	0	0	0.28164	0.158696	0
POC5	9.836613	8.374241	10.298347	7.267477	9.201123	7.512645	4.344177	6.895765	4.62456	5.933925	3.980024	6.829108	4.659723	6.401369	3.765482
PODN	0.284253	0.234988	0.263154	0.375406	0.170972	0.240949	0.13005	0	0	0	0.679066	0.404906	0.889163	1.188858	0.812027
PODNL1	0.353881	0.20655	0.530195	0.440146	0.499284	0.779207	0.151695	0.248489	0.647005	0	0.114883	0.023858	0.098043	0.078383	0.115396
PODXL	44.216128	40.083446	73.502493	17.409827	17.758957	30.662757	8.826028	3.094831	2.594269	4.041892	5.833049	5.603104	14.229958	9.003226	14.001491
PODXL2	28.872355	29.497217	12.402631	37.97364	37.089706	17.459341	23.311926	23.795055	39.944164	53.559372	49.130413	53.518933	44.802589	61.477794	47.482278
POF1B	0.181725	0.109852	0.371177	0.212362	0.18913	0.642604	0.24335	0.725637	0.261146	0	0.047644	0.011663	0	0	0.024409
POFUT1	9.218055	8.911829	6.999577	12.208574	9.435614	13.636911	7.623915	14.830485	14.742785	12.680853	9.454284	8.26004	8.211944	8.945015	8.576162
POFUT2	6.173644	5.466113	3.345877	4.477851	5.53669	4.143335	3.197903	3.717878	4.586268	5.188664	4.161435	4.918983	3.301374	4.068345	3.581372
POGK	47.023846	44.184517	44.033768	46.315468	48.133102	43.440899	30.351065	45.827671	42.292484	43.912212	16.398366	17.816642	19.706311	19.644995	20.633327
POGLUT1	5.848727	5.31887	6.710718	6.939533	6.821682	7.242734	4.63083	6.670976	5.937409	3.87808	4.071972	3.767074	4.193252	3.477329	4.575047
POGZ	30.947557	29.557238	82.746903	30.966471	30.474031	62.295794	18.564719	51.691299	35.954696	7.796049	29.102374	29.565745	31.080085	26.254748	31.005504
POLA1	17.93021	17.458834	20.916584	23.134443	22.912394	19.743496	23.100973	36.245476	26.364862	21.212948	13.601108	13.948938	16.406623	12.551824	17.346439
POLA2	2.595355	2.807443	1.985988	3.898092	4.538598	2.690668	7.681963	4.420446	8.083763	8.259344	10.766282	8.503711	7.337771	10.005273	10.975316
POLB	15.126927	14.289653	8.927093	20.170401	16.918844	10.859435	10.712229	12.844969	13.172415	30.951416	13.77312	10.084106	8.997605	9.802062	11.612629
POLD1	3.024139	3.19679	0.977089	8.914483	6.1174	2.865685	9.6743	4.105035	11.393213	24.066563	28.065473	27.914948	25.851587	40.152325	27.727871
POLD2	22.031601	23.273331	8.801974	29.923413	28.49358	25.626876	33.157933	33.255642	39.943253	66.940625	59.862217	68.58883	67.150778	78.483259	57.891918
POLD3	6.707988	7.112329	8.4068	7.815814	9.172564	9.561607	11.072607	12.103936	9.325236	12.886048	12.18733	11.049484	11.508569	13.186554	10.76974
POLD4	4.357054	5.802395	1.548689	3.179268	2.922601	1.012843	1.055316	1.454354	4.128274	1.920462	7.740357	8.921237	8.25249	10.020082	9.577243
POLDIP2	19.636172	21.755304	10.486053	21.401291	19.608772	17.401123	16.740377	27.928961	41.674286	19.827217	25.420911	28.445351	21.828844	29.747001	25.174015
POLDIP3	16.315722	14.991492	7.581801	17.507711	17.5944	14.108493	15.350599	13.69876	23.680268	14.992521	35.064377	40.549038	36.881586	42.648871	35.325272
POLE	5.041616	5.351466	6.286236	6.425022	6.755663	6.331461	8.5542	8.282975	9.414319	5.926406	39.810961	32.928548	35.557092	41.585373	34.48254
POLE2	2.572754	2.26436	7.288458	3.386563	4.819003	8.382046	6.890256	5.979435	4.818126	5.35593	14.694353	14.215702	12.701404	12.926053	14.719705
POLE3	13.30781	13.329184	31.579002	24.892979	25.593452	49.627884	25.803093	53.122452	36.985414	35.404091	64.739073	64.649242	22.214678	67.161872	62.432259
POLE4	18.000046	13.721931	5.444357	12.534715	18.264843	3.61527	7.727512	7.7731	19.579668	21.752943	12.530194	11.571348	7.584339	12.854355	9.617905
POLG	6.281151	6.938774	3.929073	8.698218	8.384325	5.385326	7.075335	7.143353	13.129046	13.960968	14.188	14.660393	15.605055	19.402305	16.237689
POLG2	4.554825	4.682745	4.256413	10.065122	7.514051	11.02328	4.981566	13.091772	15.843887	5.245413	6.005002	4.813645	3.769224	5.499332	4.170879
POLH	5.518585	4.581336	6.82197	6.335996	5.5357	9.671334	3.763122	6.620381	6.009373	3.241616	21.45565	22.737437	21.151209	11.2158	21.678813
POLI	8.684054	8.879646	13.830785	9.680136	7.443533	13.149414	3.396492	10.290036	7.094656	4.30421	6.610344	5.420032	3.111063	2.668222	3.285547
POLK	11.83464	9.927664	19.159567	11.094364	9.394101	18.569206	4.72678	14.385169	8.453539	6.063903	4.158832	4.565755	4.902547	3.354295	3.328552
POLL	9.165249	10.11047	3.237926	11.933701	9.248105	3.977095	3.955474	4.886537	10.402223	8.411252	4.346827	4.274173	3.026232	4.861871	2.705571
POLM	4.80662	3.944095	4.283865	4.047029	3.999533	3.63	2.558158	2.863923	3.667763	2.309766	2.865723	2.755035	2.219817	2.282481	1.936262
POLN	1.196775	0.994859	1.810502	1.558751	1.277952	1.519795	0.628448	2.482906	2.16198	1.557371	2.515037	4.303226	2.485564	3.806676	2.982841
POLQ	0.333176	0.472989	1.905865	3.171993	3.284508	3.458608	5.694145	9.64442	6.202394	4.805893	6.900917	6.159657	5.293473	3.726438	6.110112
POLR1A	8.04213	7.633271	8.521847	14.810767	12.705297	15.882977	12.402916	22.104013	26.903509	8.042278	18.633399	15.743071	17.381209	17.829944	16.587148
POLR1B	8.051836	7.108508	10.846269	17.54885	13.509877	20.381796	11.088616	22.498655	19.949934	15.49499	6.648985	5.309563	5.327354	5.476545	5.018484
POLR1C	11.641996	10.398933	6.315029	21.433212	18.314655	16.59174	17.91604	16.336136	23.194448	46.113335	10.690557	10.499222	10.332161	13.284124	11.74464
POLR1D	35.086403	33.724754	25.023163	55.216201	41.878063	77.618579	31.334463	62.780246	49.631478	52.538144	41.266534	35.183499	40.287661	40.733966	48.375209
POLR1E	7.486096	8.736847	4.784289	31.2573	23.897116	22.777264	18.132902	27.619504	32.468827	33.143309	16.240157	19.282057	19.069576	18.551023	19.52112
POLR2A	6.383421	5.398657	58.960403	6.380681	4.709255	37.771645	5.861588	53.898815	49.472004	8.651291	63.08868	72.457327	65.693532	77.244129	63.61112
POLR2B	43.389908	41.972432	32.354424	53.84364	49.403175	38.801214	41.69713	45.696773	46.110037	94.672112	60.224759	59.551421	54.109128	59.433641	59.664514
POLR2C	35.432045	35.973507	21.158016	34.197845	32.801643	16.526857	22.193302	19.305386	25.624153	36.637867	9.889718	7.771846	6.718272	9.257052	9.661998
POLR2D	8.834114	9.001066	10.932375	13.760179	12.924121	15.472297	13.645079	18.418175	20.826897	17.011902	19.18154	10.548699	17.674594	22.399484	21.733776
POLR2E	12.212631	12.689495	5.741261	11.139062	11.438168	5.479738	15.425989	7.917302	24.793051	17.753981	36.384168	37.691238	31.722685	43.459172	32.862585
